"﻿I01";"NOMPROV";"I02";"NOMCANT";"I03";"I03Cl";"I03C";"codParr";"NOMPARR";"I04";"I05";"numv";"numh";"nump";"TOTPER";"H00";"P00";"PCD";"P01";"P03";"GEDAD";"GRANEDAD";"P04M";"P04A";"P05";"P06_A";"P07";"P08";"Discapacidad";"P11LO";"P11L";"P11P";"P11C";"P11PQ";"P12LO";"P12L";"P12P";"P12C";"P12PQ";"P13LO";"P13L";"P13P";"P13C";"P13PQ";"P142P";"P142M";"P152";"P16";"P19";"P20T";"P20I";"P20C";"P21";"P23";"P24";"GRAESC";"GRAESCSA";"P25";"P27";"P28";"TIPOACT";"P29";"RAMACT";"P30";"GRUOCU";"P31";"CATOCUP";"P32";"P33";"P34";"P35";"P36";"P36H";"P36M";"P37";"P38";"P39A";"P39M";"P40";"P02"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;60;1;1;3;1;1;1;2;30;8;2;9;1980;1;1;2;2;2;2;2;10;1003;100350;1;1;10;1002;100250;2;2;17;1705;170550;;;2;1;2;1;2;2;2;1;;;;;1;;1;9700;20;9111;9;8;8;49;2;1;7;2;0;2;2;15;2005;7;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;62;1;1;5;1;1;1;1;35;9;2;8;1975;1;1;2;2;2;2;2;10;1003;100350;1;1;10;1002;100250;1;1;10;1002;100250;;;2;1;1;1;2;2;2;4;6;7;6;;1;;1;4100;6;7112;7;2;2;42;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;62;1;2;5;1;2;1;2;31;8;2;12;1978;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;4;4;5;4;;7;5;11;;;;;;;;;1;7;3;3;0;3;16;1999;8;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;63;1;1;3;1;1;1;1;30;8;2;9;1980;1;1;2;1;1;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;7;3;13;12;;1;;1;1410;3;7533;7;2;2;54;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;63;1;2;3;1;2;1;2;26;7;2;9;1984;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;7;3;13;12;;1;;1;1410;3;8152;8;2;2;75;2;1;3;1;1;0;1;20;2004;10;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;72;1;1;4;1;1;1;1;53;12;2;6;1957;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;99;99;;;;1;;1;9523;19;7536;7;6;6;40;1;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;72;1;2;4;1;2;1;2;43;10;2;3;1967;1;1;1;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;99;99;;;;1;;1;1410;3;9121;9;1;1;57;2;1;4;3;2;1;3;18;1990;7;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;73;1;1;6;1;1;1;1;67;15;3;12;1942;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;99;99;;;;7;3;9;;;;;;;;;1;6;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;73;1;2;6;1;2;1;2;61;14;2;9;1949;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;99;99;;;;7;5;11;;;;;;;;;1;7;7;3;4;7;26;1987;4;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;73;1;4;6;1;4;1;2;23;6;2;4;1987;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;1;1;2;9;3;16;15;9;7;4;10;;;;;;;;;1;7;1;0;1;1;21;2008;11;1;"3"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;73;1;5;6;1;5;1;1;25;7;2;11;1985;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1002;100250;2;2;10;1001;100150;2;2;2;6;1;1;1;1;2;9;3;16;15;1;1;;1;8549;16;2310;2;1;1;21;2;1;7;;;;;;;;;"4"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;75;1;1;5;1;1;1;1;42;10;2;3;1968;1;1;2;2;2;2;2;16;1601;160150;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;4;1;1;1;1;2;9;5;18;17;1;1;;1;8610;17;4321;4;1;1;40;2;1;3;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;75;1;2;5;1;2;1;2;40;10;2;3;1970;1;1;2;2;2;2;2;10;1004;100450;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;1;1;1;9;5;17;16;1;1;;1;8620;17;2261;2;2;2;30;2;1;7;3;1;2;3;33;1997;6;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;76;1;1;3;1;1;1;1;34;8;2;6;1976;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;9;5;18;17;9;1;;1;111;1;6111;6;6;6;40;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;76;1;2;3;1;2;1;2;24;6;2;6;1986;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;1;2;9;99;;;1;1;;1;4771;7;5221;5;2;2;50;2;1;7;1;1;0;1;21;2008;9;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;77;1;1;4;1;1;1;1;38;9;2;9;1972;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;99;99;;;;1;;1;4923;8;8332;8;6;6;60;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;77;1;2;4;1;2;1;2;40;10;2;1;1970;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;99;99;;;;1;;1;9700;20;9111;9;8;8;60;2;1;7;2;0;2;2;26;1999;1;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;78;1;1;4;1;1;1;1;43;10;2;7;1967;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;2;2;10;1003;100351;2;2;2;6;1;1;2;2;2;99;99;;;;1;;1;111;1;6111;6;6;6;80;1;1;4;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;78;1;2;4;1;2;1;2;22;6;2;11;1988;1;1;2;2;2;2;2;17;1701;170150;1;1;10;1002;100250;2;2;10;1003;100350;2;2;2;6;1;1;2;2;2;99;99;;;;1;;1;9700;20;9111;9;8;8;70;1;1;7;2;0;2;2;18;2008;11;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;79;2;1;4;2;1;1;1;68;15;3;2;1942;1;1;2;2;2;2;2;10;1002;100254;1;1;10;1002;100250;1;1;10;1002;100250;;;2;1;1;1;2;2;2;4;6;7;6;;6;;6;4100;6;9312;9;3;3;40;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;79;2;2;4;2;2;1;2;69;15;3;3;1941;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;;;2;1;2;1;2;2;2;1;;;;;7;5;11;;;;;;;;;1;7;4;3;1;4;25;1981;6;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;79;2;4;4;2;1;1;1;36;9;2;5;1974;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;;;2;1;1;1;2;1;2;5;6;13;12;;1;;1;1410;3;8322;8;2;2;40;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;79;2;5;4;2;2;1;2;34;8;2;10;1976;1;1;2;2;2;2;2;10;1003;100353;1;1;10;1002;100250;1;1;10;1002;100250;;;2;1;1;1;2;2;1;4;6;6;5;;7;5;11;;;;;;;;;1;7;2;0;2;2;21;2001;1;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;88;1;1;3;1;1;1;2;26;7;2;9;1984;1;1;2;2;2;2;2;4;404;40452;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;1;1;2;5;6;13;12;;7;5;11;;;;;;;;;1;7;2;2;0;2;20;2007;11;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;89;1;1;3;1;1;1;1;28;7;2;4;1982;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;1;1;1;9;5;17;16;9;1;;1;1313;3;7322;7;2;2;50;2;1;3;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;89;1;2;3;1;2;1;2;30;8;2;1;1980;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;1;1;2;10;5;23;23;1;1;;1;8411;15;2143;2;1;1;48;2;1;3;1;1;0;1;29;2009;10;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;91;1;3;4;1;3;1;2;23;6;2;4;1987;1;1;1;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;1;1;6;8;7;6;;1;;1;1410;3;9321;9;2;2;40;2;1;7;0;0;0;;;;;;"3"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;92;1;1;6;1;1;1;1;59;13;2;8;1951;1;1;2;1;1;2;2;4;403;40350;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;6;7;6;;5;;5;111;1;9211;9;3;3;34;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;92;1;2;6;1;2;1;2;52;12;2;6;1958;1;1;2;2;2;2;2;4;403;40350;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;4;5;4;;7;5;11;;;;;;;;;1;7;9;5;4;9;21;1997;4;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;94;1;1;6;1;1;1;1;29;7;2;9;1981;1;1;2;2;2;2;2;4;404;40452;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;4;6;7;6;;3;;3;111;1;9211;9;3;3;40;2;1;3;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;94;1;2;6;1;2;1;2;27;7;2;5;1983;1;1;2;2;2;2;2;4;404;40452;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;4;6;7;6;;7;5;11;;;;;;;;;1;7;4;0;4;4;18;2006;5;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;96;1;1;3;1;1;1;1;25;7;2;10;1985;1;1;2;2;2;2;2;4;404;40452;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;4;6;7;6;;3;;3;111;1;9211;9;3;3;40;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;96;1;2;3;1;2;1;2;24;6;2;9;1986;1;1;2;2;2;2;2;4;404;40452;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;4;1;2;1;;3;;3;1410;3;9121;9;2;2;40;2;1;7;1;1;0;1;19;2006;1;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;98;1;1;3;1;1;1;1;38;9;2;5;1972;1;1;2;1;1;2;2;10;1001;100150;1;1;10;1002;100250;2;2;17;1701;170150;2;2;2;6;1;1;2;2;2;4;6;7;6;;3;;3;111;1;9211;9;3;3;40;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;98;1;2;3;1;2;1;2;61;14;2;12;1948;1;1;2;2;2;2;2;10;1005;100550;1;1;10;1002;100250;2;2;17;1701;170150;2;2;2;6;2;1;2;2;2;1;;;;;7;5;11;;;;;;;;;1;7;4;3;1;4;38;1980;8;1;"6"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;98;1;3;3;1;3;1;1;61;14;2;9;1949;1;1;2;2;2;2;2;10;1005;100550;1;1;10;1002;100250;2;2;17;1701;170150;2;2;2;6;1;1;2;2;2;4;3;4;3;;3;;3;4100;6;9312;9;3;3;40;2;1;7;;;;;;;;;"6"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;103;1;1;5;1;1;1;2;35;9;2;1;1975;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;4;5;6;5;;7;5;11;;;;;;;;;1;7;3;1;2;3;18;1999;4;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;1;103;1;2;5;1;2;1;1;39;9;2;2;1971;1;1;2;2;2;2;2;10;1003;100352;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;4;6;7;6;;3;;3;111;1;9211;9;3;3;40;2;1;7;;;;;;;;;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;1;1;1;5;1;1;1;1;31;8;2;4;1979;1;1;2;2;2;2;2;10;1003;100351;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;4;6;7;6;;5;;5;111;1;6111;6;6;6;48;1;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;1;1;2;5;1;2;1;2;24;6;2;3;1986;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;4;6;7;6;;7;5;11;;;;;;;;;1;7;2;2;0;2;18;2009;12;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;2;1;1;8;1;1;9;1;48;11;2;11;1962;1;1;2;2;2;2;2;10;1003;100351;1;1;10;1002;100250;1;1;10;1002;100250;;;2;1;2;1;2;2;2;1;;;;;5;;5;111;1;9211;9;3;3;40;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;2;1;2;8;1;2;9;2;42;10;2;1;1968;1;1;2;2;2;2;2;10;1003;100350;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;1;2;2;2;2;2;2;1;3;2;;7;5;11;;;;;;;;;1;7;6;3;3;6;15;2005;3;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;2;1;3;8;1;3;9;1;24;6;2;2;1986;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;1;1;1;1;1;2;7;3;13;12;;1;;1;3100;3;7522;7;2;2;55;2;1;7;;;;;;;;;"3"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;2;1;4;8;1;4;9;2;26;7;2;9;1984;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;6;7;6;;3;;3;1410;3;7531;7;2;2;60;2;1;7;1;1;0;1;24;2009;6;1;"7"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;3;1;1;2;1;1;1;1;65;15;3;6;1945;1;1;2;1;1;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;6;7;6;;7;6;12;;;;;;;;;1;5;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;3;1;2;2;1;2;1;2;66;15;3;6;1944;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;4;5;4;;7;5;11;;;;;;;;;1;5;1;0;1;0;42;1989;5;2;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;4;1;1;4;1;1;1;1;68;15;3;6;1942;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;5;6;5;;2;;2;111;1;9211;9;3;3;29;2;1;5;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;4;1;2;4;1;2;1;2;58;13;2;10;1952;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;2;3;2;;7;5;11;;;;;;;;;1;5;2;2;0;2;18;1993;9;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;7;1;1;5;1;1;1;1;45;11;2;8;1965;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;5;3;10;9;;5;;5;4719;7;5249;5;6;6;50;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;7;1;2;5;1;2;1;2;45;11;2;4;1965;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;5;3;10;9;;7;5;11;;;;;;;;;1;7;3;2;1;3;30;2000;9;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;8;2;1;2;2;1;1;1;54;12;2;1;1956;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;1;1;2;4;6;7;6;;1;;1;4752;7;8322;8;6;6;60;2;1;4;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;8;2;2;2;2;2;1;2;52;12;2;8;1958;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;5;3;10;9;;1;;1;4752;7;5221;5;6;6;60;1;1;7;4;3;1;4;25;1997;2;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;8;2;5;2;2;1;1;1;88;19;3;3;1922;1;1;2;1;1;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;3;4;3;;7;7;13;;;;;;;;;1;5;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;8;2;6;2;2;2;1;2;78;17;3;4;1932;1;1;2;1;1;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;6;7;6;;7;7;13;;;;;;;;;1;4;5;3;2;5;19;1951;9;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;10;1;1;9;1;1;1;1;42;10;2;8;1968;1;1;2;1;1;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;2;2;2;2;2;1;;;;;3;;3;111;1;9211;9;3;3;15;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;10;1;2;9;1;2;1;2;32;8;2;4;1978;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;1;2;2;2;2;2;1;;;;;7;5;11;;;;;;;;;1;7;7;2;5;7;16;2008;9;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;11;1;1;2;1;1;1;1;70;16;3;2;1940;1;1;2;1;1;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;2;2;2;2;2;4;2;3;2;;7;6;12;;;;;;;;;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;11;1;2;2;1;2;1;2;67;15;3;2;1943;1;1;2;1;1;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;2;2;2;2;2;1;;;;;7;6;12;;;;;;;;;1;7;7;4;3;7;24;1984;5;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;16;1;1;2;1;1;1;1;76;17;3;6;1934;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;4;6;7;6;;7;3;9;;;;;;;;;1;6;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;16;1;2;2;1;2;1;2;65;15;3;2;1945;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;4;6;7;6;;7;5;11;;;;;;;;;1;7;10;7;3;8;19;1982;6;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;17;1;1;6;1;1;1;1;29;7;2;6;1981;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;2;1;2;2;2;4;2;3;2;;5;;5;130;1;6113;6;3;3;51;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;17;1;2;6;1;2;1;2;28;7;2;2;1982;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;4;5;4;;7;5;11;;;;;;;;;1;7;5;4;1;4;16;2004;6;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;19;1;1;8;1;1;1;1;65;15;3;7;1945;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;6;7;6;;1;;1;4922;8;8322;8;6;6;84;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;19;1;2;8;1;2;1;2;69;15;3;4;1941;1;1;2;9;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;6;7;6;;4;;4;4711;7;5249;5;6;6;84;1;1;7;1;1;0;1;35;1976;1;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;19;1;3;8;1;3;1;1;35;9;2;1;1975;1;1;1;2;2;2;2;14;1404;140450;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;1;1;2;9;4;17;16;1;1;;1;119;1;4110;4;2;2;54;2;1;3;;;;;;;;;"3"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;19;1;4;8;1;4;1;2;32;8;2;12;1977;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;1;2;9;2;15;14;9;7;5;11;;;;;;;;;1;7;4;0;4;4;20;2010;5;1;"4"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;20;1;1;2;1;1;1;1;74;16;3;6;1936;1;1;1;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;1;2;2;2;5;3;10;9;;4;;4;111;1;6111;6;6;6;25;2;1;6;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;20;1;2;2;1;2;1;2;68;15;3;6;1942;1;1;2;1;1;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;5;6;5;;4;;4;9700;20;9111;9;8;8;56;1;1;7;5;1;4;5;21;1971;4;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;21;1;1;3;1;1;1;1;28;7;2;7;1982;1;1;2;1;1;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;1;1;1;2;1;2;5;1;8;7;;1;;1;4100;6;7112;7;2;2;40;2;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;21;1;2;3;1;2;1;2;31;8;2;12;1978;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;5;6;13;12;;1;;1;1410;3;9121;9;2;2;6;2;1;7;2;1;1;2;21;2008;3;1;"2"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;22;1;1;2;1;1;1;1;74;16;3;8;1936;1;1;1;2;2;2;2;10;1001;100150;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;6;1;2;2;2;2;4;6;7;6;;1;;1;111;1;6111;6;6;6;40;1;1;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";50;"A";1;109;"ATUNTAQUI";1;2;22;1;2;2;1;2;1;2;65;15;3;12;1944;1;1;2;2;2;1;1;10;1002;100250;1;1;10;1002;100250;1;1;10;1002;100250;2;2;2;7;1;1;2;2;2;4;2;3;2;;7;5;11;;;;;;;;;1;7;6;4;2;6;19;1990;10;1;"2"
